Transaction Date,Value Date,Transaction Description,Reference No,Debit Amount,Credit Amount,Running Balance
27-11-2024 18:28:28,27-11-2024,"IMPS/NA/XXXX4674/RRN:43
3218229942/C77819112418
0611/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433218229942,"500,000.00",0.00,"-3,606,999.84"
27-11-2024 18:28:32,27-11-2024,"IMPS/NA/XXXX4674/RRN:43
3218229955/C71419112418
0636/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433218229955,"500,000.00",0.00,"-4,106,999.84"
27-11-2024 18:28:34,27-11-2024,"IMPS/NA/XXXX4674/RRN:43
3218229967/C77019112418
0548/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433218229967,"500,000.00",0.00,"-4,606,999.84"
27-11-2024 18:29:23,27-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK236564,0.00,"1,500,000.00","-3,106,999.84"
27-11-2024 18:29:33,27-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK236516,0.00,"1,500,000.00","-1,606,999.84"
28-11-2024 08:28:41,28-11-2024,"016LA41243260001-IN
T-PMT-DEMNDLOAN",- -,"71,844.26",0.00,"-1,678,844.10"
28-11-2024 08:28:41,28-11-2024,"016LA4124326000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-51,678,844.10"
28-11-2024 11:32:10,28-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK237065,0.00,"1,917,494.00","-49,761,350.10"
28-11-2024 11:32:16,28-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK237165,0.00,"794,757.00","-48,966,593.10"
28-11-2024 11:32:26,28-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK237066,0.00,"1,787,015.00","-47,179,578.10"
28-11-2024 12:45:06,28-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK237211,0.00,"1,500,000.00","-45,679,578.10"
28-11-2024 12:45:19,28-11-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK237303,0.00,"1,500,000.00","-44,179,578.10"
28-11-2024 13:08:24,28-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK237428,0.00,"1,656,543.00","-42,523,035.10"
28-11-2024 18:17:07,28-11-2024,"RTGS O/W-YESBR1202
4112800025163-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024112800025163,"12,500,000.00",0.00,"-55,023,035.10"
28-11-2024 18:20:25,28-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK238117,0.00,"607,700.00","-54,415,335.10"
28-11-2024 19:18:05,28-11-2024,"REVERSAL-016LA412
43260001-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2433300
79-000000000000","-50,000,000.00",0.00,"-4,415,335.10"
28-11-2024 19:18:05,28-11-2024,"REVERSAL-016LA41243
260001-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2433300
7B-000000000000","-71,844.26",0.00,"-4,343,490.84"
29-11-2024 15:05:38,29-11-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK239237,0.00,"2,311,209.00","-2,032,281.84"
29-11-2024 15:08:39,29-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK239238,0.00,"1,922,579.00","-109,702.84"
29-11-2024 15:08:49,29-11-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK239154,0.00,"1,399,395.00","1,289,692.16"
29-11-2024 16:29:33,29-11-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK239369,0.00,"1,989,305.00","3,278,997.16"
29-11-2024 16:38:55,29-11-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK239400,0.00,"2,000,000.00","5,278,997.16"
29-11-2024 16:45:46,29-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK239372,0.00,"977,794.00","6,256,791.16"
29-11-2024 21:35:00,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304210/C75119112418
0311/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304210,"500,000.00",0.00,"5,756,791.16"
29-11-2024 21:35:09,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304326/C71319112418
0225/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304326,"500,000.00",0.00,"5,256,791.16"
29-11-2024 21:35:11,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304333/C74419112418
0335/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304333,"500,000.00",0.00,"4,756,791.16"
29-11-2024 21:35:13,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304340/C77219112418
0419/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304340,"500,000.00",0.00,"4,256,791.16"
29-11-2024 21:35:15,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304345/C74619112418
0455/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304345,"500,000.00",0.00,"3,756,791.16"
29-11-2024 21:35:16,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304348/C76719112417
5852/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304348,"500,000.00",0.00,"3,256,791.16"
29-11-2024 21:35:18,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304352/C78019112417
5832/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304352,"500,000.00",0.00,"2,756,791.16"
29-11-2024 21:35:23,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304365/C73919112418
0519/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304365,"500,000.00",0.00,"2,256,791.16"
29-11-2024 21:35:33,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304392/C79019112418
0248/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304392,"500,000.00",0.00,"1,756,791.16"
29-11-2024 21:35:35,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304399/C77819112417
5942/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304399,"500,000.00",0.00,"1,256,791.16"
29-11-2024 21:35:36,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304404/C72219112418
0359/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304404,"500,000.00",0.00,"756,791.16"
29-11-2024 21:35:38,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304411/C75419112418
0136/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304411,"500,000.00",0.00,"256,791.16"
29-11-2024 21:35:46,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304419/C78719112418
0200/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304419,"500,000.00",0.00,"-243,208.84"
29-11-2024 21:35:48,29-11-2024,"IMPS/NA/XXXX4674/RRN:43
3421304452/C79619112417
5921/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",433421304452,"500,000.00",0.00,"-743,208.84"
30-11-2024 11:38:24,30-11-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK240216,0.00,"1,919,330.00","1,176,121.16"
30-11-2024 15:24:14,30-11-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK240914,0.00,"1,980,061.00","3,156,182.16"
30-11-2024 17:51:07,30-11-2024,"RTGS O/W-YESBR1202
4113000023426-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024113000023426,"10,000,000.00",0.00,"-6,843,817.84"
30-11-2024 17:59:38,30-11-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"10,489,620.00","3,645,802.16"
30-11-2024 18:40:35,30-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI",SMARTFINYESBNK241519,0.00,"740,426.00","4,386,228.16"
30-11-2024 18:40:47,30-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI",SMARTFINYESBNK241406,0.00,"247,280.00","4,633,508.16"
30-11-2024 18:41:03,30-11-2024,"Funds Trf from XX17
90/JINDAL INDUSTRI",SMARTFINYESBNK241520,0.00,"1,550,416.00","6,183,924.16"
01-12-2024 01:41:52,30-11-2024,Debit Interest Capitalized,- -,"23,831.00",0.00,"6,160,093.16"
01-12-2024 08:14:58,01-12-2024,"016LA41243260001-IN
T-PMT-DEMNDLOAN",- -,"101,680.33",0.00,"6,058,412.83"
01-12-2024 08:14:59,01-12-2024,"016LA41243270001-IN
T-PMT-DEMNDLOAN",- -,"90,587.43",0.00,"5,967,825.40"
01-12-2024 08:15:02,01-12-2024,"016LA41243300003-IN
T-PMT-DEMNDLOAN",- -,"107,434.43",0.00,"5,860,390.97"
02-12-2024 07:42:25,02-12-2024,"016LA41243300003-IN
T-PMT-DEMNDLOAN",- -,"17,778.69",0.00,"5,842,612.28"
02-12-2024 07:42:31,02-12-2024,"016LA4124330000
3-DMNDLOAN-LIQ",- -,"90,000,000.00",0.00,"-84,157,387.72"
02-12-2024 16:19:35,02-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK253013,0.00,"2,669,496.00","-81,487,891.72"
02-12-2024 16:28:24,02-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK252603,0.00,"2,000,000.00","-79,487,891.72"
02-12-2024 16:28:25,02-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK252604,0.00,"2,000,000.00","-77,487,891.72"
02-12-2024 17:46:52,02-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"2,833,925.00","-74,653,966.72"
02-12-2024 18:25:06,02-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK255527,0.00,"2,843,268.00","-71,810,698.72"
02-12-2024 18:33:56,02-12-2024,"RTGS O/W-YESBR1202
4120200024863-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024120200024863,"17,500,000.00",0.00,"-89,310,698.72"
02-12-2024 21:26:10,02-12-2024,"REVERSAL-016LA412
43300003-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2433700
WS-000000000000","-90,000,000.00",0.00,"689,301.28"
02-12-2024 21:26:10,02-12-2024,"REVERSAL-016LA41243
300003-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2433700
WU-000000000000","-17,778.69",0.00,"707,079.97"
03-12-2024 17:21:29,03-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK264456,0.00,"633,511.00","1,340,590.97"
03-12-2024 17:53:18,03-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK264635,0.00,"646,506.00","1,987,096.97"
03-12-2024 17:53:18,03-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK264634,0.00,"855,707.00","2,842,803.97"
03-12-2024 18:17:38,03-12-2024,"RTGS O/W-YESBR1202
4120300025097-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024120300025097,"7,500,000.00",0.00,"-4,657,196.03"
03-12-2024 18:46:44,03-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK265140,0.00,"1,000,000.00","-3,657,196.03"
04-12-2024 13:43:51,04-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK268288,0.00,"1,839,552.00","-1,817,644.03"
04-12-2024 17:45:23,04-12-2024,"003284600000363/P
ayout/JINDAL INDU
STRI/A K SUPPLIER","EXCHUSER00000000000
000000000006914699541",0.00,"1,000,000.00","-817,644.03"
04-12-2024 17:51:40,04-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK270031,0.00,"2,612,786.00","1,795,141.97"
04-12-2024 18:28:54,04-12-2024,"RTGS O/W-YESBR1202
4120400024440-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024120400024440,"7,500,000.00",0.00,"-5,704,858.03"
05-12-2024 06:34:11,05-12-2024,"016LA41243260001-IN
T-PMT-DEMNDLOAN",- -,"38,743.17",0.00,"-5,743,601.20"
05-12-2024 06:34:11,05-12-2024,"016LA4124326000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-55,743,601.20"
05-12-2024 17:00:17,05-12-2024,"REVERSAL-016LA412
43260001-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2434000
1W-000000000000","-50,000,000.00",0.00,"-5,743,601.20"
05-12-2024 17:00:17,05-12-2024,"REVERSAL-016LA41243
260001-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2434000
1Y-000000000000","-38,743.17",0.00,"-5,704,858.03"
05-12-2024 17:56:56,05-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK273950,0.00,"1,644,734.00","-4,060,124.03"
05-12-2024 17:57:09,05-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK273836,0.00,"1,871,064.00","-2,189,060.03"
05-12-2024 18:51:23,05-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK274162,0.00,"1,900,000.00","-289,060.03"
05-12-2024 20:52:37,05-12-2024,"RTGS O/W-YESBR1202
4120500026292-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024120500026292,"2,500,000.00",0.00,"-2,789,060.03"
05-12-2024 20:52:38,05-12-2024,"IMPS/NA/XXXX4674/RRN:43
4020263198/C73830112417
5411/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434020263198,"500,000.00",0.00,"-3,289,060.03"
05-12-2024 20:52:43,05-12-2024,"IMPS/NA/XXXX4674/RRN:43
4020263208/C76130112417
5345/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434020263208,"500,000.00",0.00,"-3,789,060.03"
05-12-2024 20:52:46,05-12-2024,"IMPS/NA/XXXX4674/RRN:43
4020263224/C78030112417
5320/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434020263224,"500,000.00",0.00,"-4,289,060.03"
06-12-2024 06:38:06,06-12-2024,"016LA41243270001-IN
T-PMT-DEMNDLOAN",- -,"48,442.62",0.00,"-4,337,502.65"
06-12-2024 06:38:06,06-12-2024,"016LA4124327000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-54,337,502.65"
06-12-2024 11:55:16,06-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK274833,0.00,"846,540.00","-53,490,962.65"
06-12-2024 17:41:32,06-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK275742,0.00,"95,867.00","-53,395,095.65"
06-12-2024 17:49:40,06-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK275759,0.00,"1,750,000.00","-51,645,095.65"
06-12-2024 20:11:03,06-12-2024,"REVERSAL-016LA41243
270001-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2434100
6A-000000000000","-48,442.62",0.00,"-51,596,653.03"
06-12-2024 20:11:04,06-12-2024,"REVERSAL-016LA412
43270001-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2434100
68-000000000000","-50,000,000.00",0.00,"-1,596,653.03"
07-12-2024 13:34:29,07-12-2024,"Funds Trf from XX23
62/JINDAL INDUSTRI",SMARTFINYESBNK276917,0.00,"3,070,515.00","1,473,861.97"
07-12-2024 15:38:17,07-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK277069,0.00,"1,743,416.00","3,217,277.97"
07-12-2024 15:39:47,07-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK277348,0.00,"433,424.00","3,650,701.97"
07-12-2024 17:41:06,07-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"3,677,187.00","7,327,888.97"
07-12-2024 18:12:06,07-12-2024,"RTGS O/W-YESBR1202
4120700022723-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024120700022723,"12,500,000.00",0.00,"-5,172,111.03"
07-12-2024 18:28:23,07-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK277840,0.00,"1,938,226.00","-3,233,885.03"
09-12-2024 08:22:54,09-12-2024,"016LA41243300003-IN
T-PMT-DEMNDLOAN",- -,"142,844.26",0.00,"-3,376,729.29"
09-12-2024 08:22:54,09-12-2024,"016LA4124330000
3-DMNDLOAN-LIQ",- -,"90,000,000.00",0.00,"-93,376,729.29"
09-12-2024 15:47:29,09-12-2024,"REVERSAL-016LA412
43300003-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2434400
8P-000000000000","-90,000,000.00",0.00,"-3,376,729.29"
09-12-2024 15:47:29,09-12-2024,"REVERSAL-016LA41243
300003-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2434400
8R-000000000000","-142,844.26",0.00,"-3,233,885.03"
09-12-2024 16:42:24,09-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK279177,0.00,"1,500,000.00","-1,733,885.03"
09-12-2024 17:15:41,09-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK279273,0.00,"2,500,000.00","766,114.97"
09-12-2024 17:16:03,09-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK279331,0.00,"2,500,000.00","3,266,114.97"
09-12-2024 17:16:15,09-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK279332,0.00,"2,500,000.00","5,766,114.97"
09-12-2024 17:16:56,09-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK279321,0.00,"1,500,000.00","7,266,114.97"
09-12-2024 17:49:52,09-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK279605,0.00,"613,363.00","7,879,477.97"
09-12-2024 17:53:26,09-12-2024,"RTGS O/W-YESBR1202
4120900027087-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024120900027087,"12,500,000.00",0.00,"-4,620,522.03"
09-12-2024 19:11:13,09-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"2,107,353.00","-2,513,169.03"
10-12-2024 11:38:54,10-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK280233,0.00,"551,557.00","-1,961,612.03"
10-12-2024 18:02:15,10-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK281195,0.00,"2,000,000.00","38,387.97"
10-12-2024 18:18:22,10-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK281313,0.00,"1,015,114.00","1,053,501.97"
10-12-2024 18:37:30,10-12-2024,GST,- -,14.04,0.00,"1,053,409.93"
10-12-2024 18:37:30,10-12-2024,"001681300002242 CNB
IMPS Chrg For OCT 24",- -,78.00,0.00,"1,053,409.93"
10-12-2024 18:58:23,10-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"1,835,560.00","2,888,969.93"
10-12-2024 19:10:42,11-12-2024,"CHQ DEPOSIT DELHI-U
BI - 26-NOV-24 - CHAN",000000003891,0.00,"2,197,878.81","5,086,848.74"
11-12-2024 11:55:46,11-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK281887,0.00,20.00,"5,086,868.74"
11-12-2024 16:55:51,11-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK282883,0.00,"1,389,069.00","6,475,937.74"
11-12-2024 16:55:51,11-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK282884,0.00,"287,101.00","6,763,038.74"
11-12-2024 18:12:58,11-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK283062,0.00,"1,651,259.00","8,414,297.74"
11-12-2024 18:30:00,11-12-2024,"IMPS/NA/XXXX4674/RRN:43
4618387003/C78919112417
5807/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434618387003,"500,000.00",0.00,"7,914,297.74"
11-12-2024 18:30:04,11-12-2024,"RTGS O/W-YESBR1202
4121100025039-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121100025039,"2,500,000.00",0.00,"5,414,297.74"
11-12-2024 18:30:12,11-12-2024,"RTGS O/W-YESBR1202
4121100025040-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121100025040,"10,000,000.00",0.00,"-4,585,702.26"
12-12-2024 06:32:36,12-12-2024,"016LA41243260001-IN
T-PMT-DEMNDLOAN",- -,"109,672.13",0.00,"-4,695,374.39"
12-12-2024 06:32:36,12-12-2024,"016LA4124326000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-54,695,374.39"
12-12-2024 07:27:35,12-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK283233,0.00,"1,000,000.00","-53,695,374.39"
12-12-2024 12:39:24,12-12-2024,"Funds Trf from XX06
92/JINDAL INDUSTRI",SMARTFINYESBNK283679,0.00,"3,100,000.00","-50,595,374.39"
12-12-2024 14:57:47,12-12-2024,"REVERSAL-016LA412
43260001-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2434700
1S-000000000000","-50,000,000.00",0.00,"-595,374.39"
12-12-2024 14:57:47,12-12-2024,"REVERSAL-016LA41243
260001-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2434700
1U-000000000000","-109,672.13",0.00,"-485,702.26"
12-12-2024 18:11:33,12-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK284334,0.00,"1,497,092.00","1,011,389.74"
12-12-2024 18:11:54,12-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK284359,0.00,"1,872,938.00","2,884,327.74"
12-12-2024 18:12:11,12-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK284360,0.00,"1,612,966.00","4,497,293.74"
12-12-2024 18:20:37,12-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK284364,0.00,"111,000.00","4,608,293.74"
12-12-2024 18:21:01,12-12-2024,"IMPS/NA/XXXX4674/RRN:43
4718352191/C74519112417
5721/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434718352191,"500,000.00",0.00,"4,108,293.74"
12-12-2024 18:21:04,12-12-2024,"IMPS/NA/XXXX4674/RRN:43
4718352210/C71719112417
5744/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434718352210,"500,000.00",0.00,"3,608,293.74"
12-12-2024 18:21:15,12-12-2024,"RTGS O/W-YESBR1202
4121200023990-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121200023990,"7,500,000.00",0.00,"-3,891,706.26"
12-12-2024 18:21:19,12-12-2024,"IMPS/NA/XXXX4674/RRN:43
4718352272/C75519112417
5656/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434718352272,"500,000.00",0.00,"-4,391,706.26"
12-12-2024 18:23:27,12-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK284365,0.00,"1,500,000.00","-2,891,706.26"
12-12-2024 18:47:54,12-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK284377,0.00,"1,000,000.00","-1,891,706.26"
13-12-2024 06:19:19,13-12-2024,"016LA41243270001-IN
T-PMT-DEMNDLOAN",- -,"120,163.93",0.00,"-2,011,870.19"
13-12-2024 06:19:19,13-12-2024,"016LA4124327000
1-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-52,011,870.19"
13-12-2024 12:27:53,13-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK285261,0.00,"1,230,646.00","-50,781,224.19"
13-12-2024 16:39:52,13-12-2024,"Funds Trf from XX01
10/JINDAL INDUSTRI",SMARTFINYESBNK285525,0.00,"1,310,954.00","-49,470,270.19"
13-12-2024 17:13:20,13-12-2024,"REVERSAL-016LA412
43270001-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2434800
36-000000000000","-50,000,000.00",0.00,"529,729.81"
13-12-2024 17:13:20,13-12-2024,"REVERSAL-016LA41243
270001-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2434800
38-000000000000","-120,163.93",0.00,"649,893.74"
13-12-2024 18:03:51,13-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK285933,0.00,"1,891,096.00","2,540,989.74"
13-12-2024 18:03:57,13-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK285934,0.00,"3,123,857.00","5,664,846.74"
13-12-2024 18:11:17,13-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK286043,0.00,"1,500,000.00","7,164,846.74"
13-12-2024 18:12:14,13-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK286044,0.00,"1,500,000.00","8,664,846.74"
13-12-2024 18:18:01,13-12-2024,"Funds Trf-AHMEDABA
D-000786900001420-A
NAND TUBES PVT LTD",000000000000,0.00,"5,341,646.00","14,006,492.74"
13-12-2024 18:42:59,13-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK286092,0.00,"905,933.00","14,912,425.74"
13-12-2024 18:56:55,13-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK286107,0.00,"1,000,000.00","15,912,425.74"
13-12-2024 18:57:05,13-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK286051,0.00,"500,000.00","16,412,425.74"
13-12-2024 21:00:00,13-12-2024,"RTGS O/W-YESBR1202
4121300029300-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024121300029300,"5,000,000.00",0.00,"11,412,425.74"
13-12-2024 21:01:31,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017500/C78619112417
5612/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017500,"500,000.00",0.00,"10,912,425.74"
13-12-2024 21:01:36,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017525/C73419112417
5634/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017525,"500,000.00",0.00,"10,412,425.74"
13-12-2024 21:01:39,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017533/C79613122417
3807/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017533,"500,000.00",0.00,"9,912,425.74"
13-12-2024 21:01:41,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017540/C77813122417
3718/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017540,"500,000.00",0.00,"9,412,425.74"
13-12-2024 21:01:42,13-12-2024,"IMPS/NA/XXXX4674/RRN:43
4821017546/C78813122417
3743/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",434821017546,"500,000.00",0.00,"8,912,425.74"
