Transaction Date,Value Date,Transaction Description,Reference No,Debit Amount,Credit Amount,Running Balance
28-12-2024 18:12:06,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296075/C71816122417
3036/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296075,"500,000.00",0.00,"-1,770,012.09"
28-12-2024 18:12:08,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296088/C74228122417
5344/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296088,"500,000.00",0.00,"-2,270,012.09"
28-12-2024 18:12:24,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296191/C71316122417
3103/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296191,"500,000.00",0.00,"-2,770,012.09"
28-12-2024 18:12:26,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296207/C74116122417
3223/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296207,"500,000.00",0.00,"-3,270,012.09"
28-12-2024 18:12:32,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296252/C72616122417
3136/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296252,"500,000.00",0.00,"-3,770,012.09"
28-12-2024 18:12:45,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296330/C71616122417
3452/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296330,"500,000.00",0.00,"-4,270,012.09"
28-12-2024 18:12:47,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296345/C71528122417
5550/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296345,"500,000.00",0.00,"-4,770,012.09"
28-12-2024 18:12:50,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296373/C73216122417
3013/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296373,"500,000.00",0.00,"-5,270,012.09"
28-12-2024 18:13:00,28-12-2024,"IMPS/NA/XXXX4674/RRN:43
6318296492/C74916122417
3243/PUNJAB NATIONAL B
ANK/Jindal Industries Pr/NA",436318296492,"500,000.00",0.00,"-5,770,012.09"
28-12-2024 18:58:35,28-12-2024,"001681300002242 CNB
IMPS Chrg For NOV 24",- -,216.00,0.00,"-5,770,266.97"
28-12-2024 18:58:35,28-12-2024,GST,- -,38.88,0.00,"-5,770,266.97"
30-12-2024 05:20:12,30-12-2024,"016LA41243300003-IN
T-PMT-DEMNDLOAN",- -,"526,426.23",0.00,"-6,296,693.20"
30-12-2024 05:20:12,30-12-2024,"016LA4124330000
3-DMNDLOAN-LIQ",- -,"90,000,000.00",0.00,"-96,296,693.20"
30-12-2024 05:20:13,30-12-2024,"016LA41243580002-IN
T-PMT-DEMNDLOAN",- -,"70,655.74",0.00,"-96,367,348.94"
30-12-2024 05:20:13,30-12-2024,"016LA4124358000
2-DMNDLOAN-LIQ",- -,"50,000,000.00",0.00,"-146,367,348.94"
30-12-2024 15:56:21,30-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK309076,0.00,"1,500,000.00","-144,867,348.94"
30-12-2024 15:56:31,30-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK309077,0.00,"1,500,000.00","-143,367,348.94"
30-12-2024 16:02:09,30-12-2024,"REVERSAL-016LA412
43300003-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2436500
94-000000000000","-90,000,000.00",0.00,"-53,367,348.94"
30-12-2024 16:02:09,30-12-2024,"REVERSAL-016LA41243
300003-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2436500
96-000000000000","-526,426.23",0.00,"-52,840,922.71"
30-12-2024 16:02:54,30-12-2024,"REVERSAL-016LA412
43580002-DMNDLOAN
-LIQ-SOUTHEXDELHI","403ZTRF2436500
98-000000000000","-50,000,000.00",0.00,"-2,840,922.71"
30-12-2024 16:02:54,30-12-2024,"REVERSAL-016LA41243
580002-INT-PMT-DEMN
DLOAN-SOUTHEXDELHI","403ZTRF2436500
9A-000000000000","-70,655.74",0.00,"-2,770,266.97"
30-12-2024 17:51:20,30-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK309799,0.00,"1,632,150.00","-1,138,116.97"
30-12-2024 17:51:36,30-12-2024,"Funds Trf from XX00
61/JINDAL INDUSTRI",SMARTFINYESBNK309800,0.00,"2,175,354.00","1,037,237.03"
30-12-2024 18:27:03,30-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK310088,0.00,"1,674,470.00","2,711,707.03"
30-12-2024 18:27:13,30-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK310089,0.00,"1,493,990.00","4,205,697.03"
30-12-2024 18:27:22,30-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK310090,0.00,"1,654,642.00","5,860,339.03"
30-12-2024 18:33:26,30-12-2024,"016LA41243650002-D
EMNDLOAN-DISBUR
SE-SOUTHEXDELHI","016ZTRF2436500
3P-000000000000",0.00,"50,000,000.00","55,860,339.03"
30-12-2024 18:46:09,31-12-2024,"CHQ DEPOSIT DELHI-U
BI - 30-DEC-24 - CHAN",000000004270,0.00,"2,170,290.21","58,030,629.24"
30-12-2024 19:00:50,30-12-2024,"Funds Trf from XX00
83/JINDAL INDUSTRI",SMARTFINYESBNK310214,0.00,"5,500,000.00","63,530,629.24"
30-12-2024 20:15:00,30-12-2024,"RTGS O/W-YESBR1202
4123000031825-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024123000031825,"20,000,000.00",0.00,"43,530,629.24"
30-12-2024 20:15:01,30-12-2024,"RTGS O/W-YESBR1202
4123000032389-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024123000032389,"10,000,000.00",0.00,"33,530,629.24"
30-12-2024 20:15:02,30-12-2024,"RTGS O/W-YESBR1202
4123000032390-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024123000032390,"15,000,000.00",0.00,"18,530,629.24"
30-12-2024 20:15:02,30-12-2024,"RTGS O/W-YESBR1202
4123000031826-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024123000031826,"7,500,000.00",0.00,"11,030,629.24"
30-12-2024 20:15:09,30-12-2024,"RTGS O/W-YESBR1202
4123000032394-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024123000032394,"15,000,000.00",0.00,"-3,969,370.76"
31-12-2024 13:33:04,31-12-2024,"Funds Trf from XX08
28/JINDAL INDUSTRI",SMARTFINYESBNK311958,0.00,"5,865,676.00","1,896,305.24"
31-12-2024 15:34:47,31-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK312441,0.00,"1,779,755.00","3,676,060.24"
31-12-2024 15:34:53,31-12-2024,"Funds Trf from XX05
11/JINDAL INDUSTRI",SMARTFINYESBNK312442,0.00,"2,302,869.00","5,978,929.24"
31-12-2024 16:09:45,31-12-2024,"Funds Trf from XX01
30/JINDAL INDUSTRI",SMARTFINYESBNK312634,0.00,"424,933.00","6,403,862.24"
31-12-2024 18:15:20,31-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK313170,0.00,"1,500,000.00","7,903,862.24"
31-12-2024 18:15:30,31-12-2024,"Funds Trf from XX24
82/JINDAL INDUSTRI",SMARTFINYESBNK313171,0.00,"1,500,000.00","9,403,862.24"
31-12-2024 18:26:23,31-12-2024,"RTGS O/W-YESBR1202
4123100030686-PUNB0
200200-Jindal Industries
 Private-NANONENONE",YESBR12024123100030686,"15,000,000.00",0.00,"-5,596,137.76"
01-01-2025 02:23:18,31-12-2024,Debit Interest Capitalized,- -,"32,163.00",0.00,"-5,628,300.76"
